Investor Name,Location,Total Investments,Lead Investments,company_name_hyphens,URL,Total investments,Average round size,Portfolio companies,Rounds per year,Lead investments,Areas of investment,Follow on index,Exits,Stages of investment,Type,Status
Zeder,"Western Cape, Stellenbosch, South Africa",1,0,zeder,https://unicorn-nest.com/funds/zeder,1,0,1,0.06,,ChemicalAgricultureFarming,,,,,
Zedvance Finance,"Lagos, Lagos, Nigeria",1,0,zedvance-finance,https://unicorn-nest.com/funds/zedvance-finance,1,0,1,0.11,,Financial Services,,,,,
Zee Entertainment Enterprises,"Maharashtra, Mumbai, India",4,2,zee-entertainment-enterprises,https://unicorn-nest.com/funds/zee-entertainment-enterprises,4,0,4,0.14,2,SoftwareArtificial IntelligenceComputer VisionFashionSocial MediaVideoMedia and EntertainmentVideo on DemandAdvertising PlatformsVideo Advertising,,1,,,
Zee Prime Capital,"Slovakia, Bratislava",66,0,zee-prime-capital,https://unicorn-nest.com/funds/zee-prime-capital,66,0,51,13.20,,SoftwareFinancial ServicesFinTechInformation TechnologyInformation ServicesFinanceDeveloper PlatformCryptocurrencyBlockchainTrading Platform,0.23,1,SeedEarly Stage Venture,Venture Capital,Active
Zeeuws Investerings Fonds,"Zeeland, Vlissingen, Netherlands",8,1,zeeuws-investerings-fonds,https://unicorn-nest.com/funds/zeeuws-investerings-fonds,8,0,8,0.80,1,BiotechnologyInformation TechnologyHealth CareHealth Diagnostics3D TechnologyManufacturingMedical DeviceMedicalEyewearLighting,,1,,,
Zeev Ventures,"United States, Palo Alto",102,22,zeev-ventures,https://unicorn-nest.com/funds/zeev-ventures,102,0,48,11.33,22,Real EstateE-CommerceSoftwareFinancial ServicesFinTechInformation TechnologyPaymentsFinanceProperty ManagementCustomer Service,0.52,3,,Venture Capital,Active
Zefor Securities Pty Ltd,,1,0,zefor-securities-pty-ltd,https://unicorn-nest.com/funds/zefor-securities-pty-ltd,1,0,1,,,Property ManagementEnergyEnergy Efficiency,,,,,
Zefu Innovation,,2,0,zefu-innovation,https://unicorn-nest.com/funds/zefu-innovation,2,0,2,0.22,,BiotechnologySoftwareInformation TechnologyInformation ServicesMedical DeviceMedical,,1,,,
Zefu Ziben,"Shenzhen, Guangdong, China",1,0,zefu-ziben,https://unicorn-nest.com/funds/zefu-ziben,1,0,1,0.14,,E-LearningRestaurantsEducation,,,,,
Zehe Venture Capital,,1,0,zehe-venture-capital,https://unicorn-nest.com/funds/zehe-venture-capital,1,0,1,,,SemiconductorService IndustryAdvanced MaterialsSensor,,,,,
Zehou Touzi,"Jiading District, China",8,0,zehou-touzi,https://unicorn-nest.com/funds/zehou-touzi,8,0,8,1.60,,E-CommerceInformation ServicesFinanceCloud ComputingFashionCreditProject ManagementAdviceConsultingLegal,,,,,
Zehua Capital,"Beijing, Beijing, China",1,0,zehua-capital,https://unicorn-nest.com/funds/zehua-capital,1,0,1,,,Artificial IntelligenceBig DataManufacturingIntelligent SystemsInternet of ThingsChemical,,,,,
Zehui Capital,,1,0,zehui-capital,https://unicorn-nest.com/funds/zehui-capital,1,0,1,,,BiotechnologySalesPharmaceutical,,,,,
Zeic,"Henan, Zhengzhou, China",1,0,zeic,https://unicorn-nest.com/funds/zeic,1,0,1,0.06,,AutomotiveE-CommerceTrading Platform,,1,,,
"Zeitgeist Holdings, LLC",,4,1,zeitgeist-holdings-llc,https://unicorn-nest.com/funds/zeitgeist-holdings-llc,4,0,4,,1,SoftwareFinancial ServicesInformation TechnologyFinanceCollaborationProductivity ToolsProject ManagementAdvertisingWealth Management,,1,Early Stage Venture,,
Zeitgeist X Ventures,"Berlin, Berlin, Germany",1,1,zeitgeist-x-ventures,https://unicorn-nest.com/funds/zeitgeist-x-ventures,1,0,1,0.50,1,Financial Services,,,SeedEarly Stage Venture,,
Zeke Capital Advisors,"United States, Pennsylvania, Berwyn",2,0,zeke-capital-advisors,https://unicorn-nest.com/funds/zeke-capital-advisors,2,0,1,0.14,,AnalyticsArtificial IntelligenceMachine LearningEnterprise SoftwareBig DataCustomer Service,0.50,,,,
Zelda Ventures,,3,2,zelda-ventures,https://unicorn-nest.com/funds/zelda-ventures,3,0,3,,2,SoftwareB2BArtificial IntelligenceSaaSEnterprise SoftwareKnowledge Management,,,,,
Zelen Capital,,1,1,zelen-capital,https://unicorn-nest.com/funds/zelen-capital,1,0,1,,1,Health CareHealth DiagnosticsHospitalChild CareRehabilitation,,,,,
Zelenograd Nanotechnology Center,,1,0,zelenograd-nanotechnology-center,https://unicorn-nest.com/funds/zelenograd-nanotechnology-center,1,0,1,0.09,,Health CareMedical DeviceHardwareSemiconductor,,,,,
Zelkova Ventures,"United States, Miami",97,2,zelkova-ventures,https://unicorn-nest.com/funds/zelkova-ventures,97,0,77,5.71,2,E-CommerceInternetSoftwareAnalyticsMobileFinanceSaaSAppsEnterprise SoftwareMarketing,0.21,34,SeedEarly Stage VentureLate Stage Venture,Venture Capital,Active
Zell Capital,"United States, Ohio, Columbus",1,0,zell-capital,https://unicorn-nest.com/funds/zell-capital,1,0,1,,,Information TechnologyGamingBlockchain,,,,,
Zell Founders Fund,,3,0,zell-founders-fund,https://unicorn-nest.com/funds/zell-founders-fund,3,0,3,,,Food and BeverageFood ProcessingProduct DesignUniversitiesArt,,,,,
Zell Lurie Commercialization Fund,"United States, Ann Arbor, Michigan",5,1,zell-lurie-commercialization-fund,https://unicorn-nest.com/funds/zell-lurie-commercialization-fund,5,0,5,,1,SoftwareMarketing AutomationAugmented RealitySemiconductorAdvertisingDigital MediaBrand MarketingElectronic Design Automation (EDA)Content CreatorsSEO,,,Seed,,
Zell Lurie Founders Fund,,1,1,zell-lurie-founders-fund,https://unicorn-nest.com/funds/zell-lurie-founders-fund,1,0,1,,1,BeautyCosmetics,,,,,
Zellic,,1,0,zellic,https://unicorn-nest.com/funds/zellic,1,0,0,0.25,,,,,,,
Zelos Venture Partners,"Central Region, Singapore, Singapore",1,1,zelos-venture-partners,https://unicorn-nest.com/funds/zelos-venture-partners,1,0,1,,1,,,,Early Stage Venture,,
Zen Capital Partners,"United States, Menlo Park, California",2,0,zen-capital-partners,https://unicorn-nest.com/funds/zen-capital-partners,2,0,2,0.22,,GamingBitcoinCryptocurrencyVideo Games,,,,,
Zen GiriÅim,"Istanbul, Istanbul, Turkey",1,0,zen-giriim,https://unicorn-nest.com/funds/zen-giriim,,0,,,,,,,,,
Zen Group,"Attica, Municipal Unit of Cholargos, Greece",1,1,zen-group,https://unicorn-nest.com/funds/zen-group,1,0,1,,1,EdTechEducationOpen Source,,,,,
Zen Trading,,1,0,zen-trading,https://unicorn-nest.com/funds/zen-trading,1,0,1,,,,,,,,
Zen Water Capital,,2,0,zen-water-capital,https://unicorn-nest.com/funds/zen-water-capital,1,0,0,,,TransportationElectronicsIndustrial,,,,,
Zen Water Capital,,2,0,zen-water-capital,https://unicorn-nest.com/funds/zen-water-capital,1,0,0,,,TransportationElectronicsIndustrial,,,,,
Zen Water Capital,"Hebei, Xicheng, China",1,0,zen-water-capital,https://unicorn-nest.com/funds/zen-water-capital,1,0,0,,,TransportationElectronicsIndustrial,,,,,
Zen Water Capital,"Hebei, Xicheng, China",1,0,zen-water-capital,https://unicorn-nest.com/funds/zen-water-capital,1,0,0,,,TransportationElectronicsIndustrial,,,,,
Zen11 Holdings,,5,0,zen11-holdings,https://unicorn-nest.com/funds/zen11-holdings,5,0,5,,,BiotechnologyInformation TechnologyArtificial IntelligenceMachine LearningHealth CareLife ScienceInternet of ThingsAgTechSustainabilityAgriculture,,,Early Stage Venture,,
ZenFi Networks,"United States, New York, New York",2,0,zenfi-networks,https://unicorn-nest.com/funds/zenfi-networks,2,0,1,0.18,,WirelessMobile DevicesMapping Services,0.50,,,,
ZenGame,"Shenzhen, Guangdong, China",1,1,zengame,https://unicorn-nest.com/funds/zengame,1,0,1,0.08,1,AnimationMedia and EntertainmentDigital Media,,,,,
ZenInvest,,1,1,zeninvest,https://unicorn-nest.com/funds/zeninvest,1,0,1,,1,SoftwareAnalyticsArtificial IntelligenceMachine LearningSaaSMarketingAdvertising,,,,,
ZenPharma Limited,,3,1,zenpharma-limited,https://unicorn-nest.com/funds/zenpharma-limited,3,0,1,,1,BiotechnologyHealth CareMedicalTherapeutics,0.67,,,,
ZenShin Capital,"United States, Menlo Park, California",16,1,zenshin-capital,https://unicorn-nest.com/funds/zenshin-capital,16,0,11,0.94,1,InternetSoftwareMobileBusiness IntelligenceNavigationHardwareAdvertisingInternet of ThingsDigital MediaAdvertising Platforms,0.31,5,SeedEarly Stage VentureLate Stage Venture,,
ZenStone Venture Capital,"United States, California, Santa Clara",41,0,zenstone-venture-capital,https://unicorn-nest.com/funds/zenstone-venture-capital,41,0,36,4.56,,Real EstateE-CommerceSoftwareFinancial ServicesFinTechMobileFinanceSaaSAppsMarketplace,0.12,10,SeedEarly Stage Venture,,
Zencap,"Berlin, Berlin, Germany",1,0,zencap,https://unicorn-nest.com/funds/zencap,1,0,1,0.14,,Financial ServicesFinTechSmall and Medium BusinessesMarketplaceConsumer Lending,,,,,
Zencap Asset Management,"Ile-de-France, Paris, France",4,1,zencap-asset-management,https://unicorn-nest.com/funds/zencap-asset-management,4,0,4,0.36,1,InternetFinancial ServicesFinTechFinanceSmall and Medium BusinessesMarketplaceConsumer Lending,,,Debt,,
Zencoder,"United States, California, San Francisco",1,0,zencoder,https://unicorn-nest.com/funds/zencoder,1,0,1,0.07,,Business/Productivity SoftwareMultimedia and Design SoftwareComputerVideoMedia and EntertainmentiOS,,,,,
Zenda,,7,0,zenda,https://unicorn-nest.com/funds/zenda,7,0,3,2.33,,LogisticsSupply Chain ManagementSoftwareFinancial ServicesFinTechInformation TechnologyFinanceWeb Browsers,0.57,,Seed,,
Zendai Group,"Shanghai, China",8,1,zendai-group,https://unicorn-nest.com/funds/zendai-group,8,0,6,0.27,1,Information TechnologyMobileHuman ResourcesInformation ServicesInternet RadioAdvertisingMedia and EntertainmentBrand MarketingAudioPerforming Arts,0.25,2,,,
Zendesk,"United States, San Francisco",12,1,zendesk,https://unicorn-nest.com/funds/zendesk,12,0,11,0.71,1,SoftwareInformation TechnologyInformation ServicesSaaSEnterprise SoftwareEducationConsultingCustomer ServiceManagement Information SystemsQuality Assurance,0.08,1,,Corporate investor,Active
Zendesk Ventures,,1,1,zendesk-ventures,https://unicorn-nest.com/funds/zendesk-ventures,1,0,1,,1,SoftwareAnalyticsArtificial IntelligenceMachine LearningSaaSProduct DesignQuality Assurance,,,,,
Zenfinity Capital,,1,0,zenfinity-capital,https://unicorn-nest.com/funds/zenfinity-capital,1,0,1,,,Water,,,,,
Zenfold Ventures,"Andhra Pradesh, Hyderabad, India",2,0,zenfold-ventures,https://unicorn-nest.com/funds/zenfold-ventures,2,0,2,0.67,,BiotechnologyInformation TechnologyHealth CareWellnessManufacturingHardwareSustainabilityNutrition,,,Early Stage Venture,,
Zengcheng Industrial Investment,,1,0,zengcheng-industrial-investment,https://unicorn-nest.com/funds/zengcheng-industrial-investment,1,0,1,,,Manufacturing,,,Early Stage Venture,,
Zenith Bank,"Lagos, Lagos, Nigeria",5,2,zenith-bank,https://unicorn-nest.com/funds/zenith-bank,5,0,5,0.15,2,AutomotiveVenture CapitalImpact InvestingHealth CareCommunitiesManufacturingIncubatorsAdvanced MaterialsOil and GasForestry,,,,,
Zenith Family Office,,6,0,zenith-family-office,https://unicorn-nest.com/funds/zenith-family-office,6,0,4,,,Real EstateSoftwareB2BHuman ResourcesRecruitingSaaSMarketplaceConstructionReal Estate InvestmentCommercial Real Estate,0.33,,Seed,,
Zenith Global,,3,0,zenith-global,https://unicorn-nest.com/funds/zenith-global,3,0,2,,,AccountingReal EstateFinancial ServicesFinTechPaymentsMobile PaymentsBanking,0.33,,,,
Zenith Venture Capital,"Stockholm County, Stockholm, Sweden",19,9,zenith-venture-capital,https://unicorn-nest.com/funds/zenith-venture-capital,19,0,13,2.71,9,E-CommerceSoftwareAnalyticsInformation TechnologyMobileAppsMobile AppsMarketingSportsMedia and Entertainment,0.32,,,,
Zenith Ventures,"Sweden, Stockholm",19,2,zenith-ventures,https://unicorn-nest.com/funds/zenith-ventures,2,0,2,,,Asset ManagementFinancial ServicesFinTechFinanceCryptocurrencyBlockchainPrediction Markets,,,SeedEarly Stage Venture,,
Zenith Ventures,"Sweden, Stockholm",19,2,zenith-ventures,https://unicorn-nest.com/funds/zenith-ventures,2,0,2,,,Asset ManagementFinancial ServicesFinTechFinanceCryptocurrencyBlockchainPrediction Markets,,,SeedEarly Stage Venture,,
Zenith Ventures,,2,0,zenith-ventures,https://unicorn-nest.com/funds/zenith-ventures,2,0,2,,,Asset ManagementFinancial ServicesFinTechFinanceCryptocurrencyBlockchainPrediction Markets,,,SeedEarly Stage Venture,,
Zenith Ventures,,2,0,zenith-ventures,https://unicorn-nest.com/funds/zenith-ventures,2,0,2,,,Asset ManagementFinancial ServicesFinTechFinanceCryptocurrencyBlockchainPrediction Markets,,,SeedEarly Stage Venture,,
Zenium Technology Partners(ZTP),"England, London, United Kingdom",2,1,zenium-technology-partnersztp,https://unicorn-nest.com/funds/zenium-technology-partnersztp,2,0,1,,1,InternetSoftwareCyber SecuritySecurity,0.50,,,Other,
Zenmen,"Shanghai, China",7,0,zenmen,https://unicorn-nest.com/funds/zenmen,7,0,6,0.64,,InternetHealth CareCommunitiesSocial NetworkAerospaceMedicalAugmented RealityConsultingService IndustryAir Transportation,0.14,,,,
ZennstrÃ¶m Philanthropies,"England, London, United Kingdom",1,0,zennstrm-philanthropies,https://unicorn-nest.com/funds/zennstrm-philanthropies,,0,,,,,,,,,
Zeno Partners,,1,0,zeno-partners,https://unicorn-nest.com/funds/zeno-partners,1,0,1,0.14,,SoftwareEnergyEnergy EfficiencyEnergy Management,,,,,
Zeno Ventures,"Switzerland, Geneva",24,1,zeno-ventures,https://unicorn-nest.com/funds/zeno-ventures,24,0,21,3.00,1,SoftwareFinancial ServicesFinTechInformation TechnologySaaSAppsTravelHospitalityTourismiOS,0.12,,SeedEarly Stage VentureLate Stage Venture,Venture Capital,Active
Zenobe Energy,"England, London, United Kingdom",1,1,zenobe-energy,https://unicorn-nest.com/funds/zenobe-energy,1,0,1,0.17,1,TransportationAppsTravel,,,,,
Zenon Asset Management,"Madrid, Madrid, Spain",1,0,zenon-asset-management,https://unicorn-nest.com/funds/zenon-asset-management,1,0,1,,,RentalTourismTravel Accommodations,,,,,
Zenrin,"Fukuoka Prefecture, Kitakyushu, Japan",3,0,zenrin,https://unicorn-nest.com/funds/zenrin,3,0,3,0.05,,SoftwareInformation TechnologyAppsCollaborationEnterprise SoftwareMarketingProject ManagementConsultingManagement ConsultingWeb Development,,,,,
Zenrin,"Fukuoka Prefecture, Kitakyushu, Japan",3,0,zenrin,https://unicorn-nest.com/funds/zenrin,3,0,3,0.05,,SoftwareInformation TechnologyAppsCollaborationEnterprise SoftwareMarketingProject ManagementConsultingManagement ConsultingWeb Development,,,,,
Zenrin,"Bayern, Munich, Germany",1,0,zenrin,https://unicorn-nest.com/funds/zenrin,3,0,3,0.05,,SoftwareInformation TechnologyAppsCollaborationEnterprise SoftwareMarketingProject ManagementConsultingManagement ConsultingWeb Development,,,,,
Zenrin,"Bayern, Munich, Germany",1,0,zenrin,https://unicorn-nest.com/funds/zenrin,3,0,3,0.05,,SoftwareInformation TechnologyAppsCollaborationEnterprise SoftwareMarketingProject ManagementConsultingManagement ConsultingWeb Development,,,,,
Zenrin Future Partners,"Chiyoda, Japan",6,0,zenrin-future-partners,https://unicorn-nest.com/funds/zenrin-future-partners,6,0,5,2.00,,PublishingReal EstateInternetSoftwareAppsCloud ComputingNewsSocial MediaSocial NewsEdiscovery,0.17,1,,,
Zent International,,1,0,zent-international,https://unicorn-nest.com/funds/zent-international,1,0,1,,,Financial ServicesPayments,,,Early Stage Venture,,
Zentani Capital,,3,0,zentani-capital,https://unicorn-nest.com/funds/zentani-capital,3,0,2,,,SoftwareFinancial ServicesFinTechB2BPaymentsHealth CareSaaSBanking,,,,,
Zentis North America LLC,"United States, Pennsylvania, Philadelphia",1,0,zentis-north-america-llc,https://unicorn-nest.com/funds/zentis-north-america-llc,1,0,1,0.01,,Manufacturing,,,,,
Zentree Investments,,1,0,zentree-investments,https://unicorn-nest.com/funds/zentree-investments,1,0,1,,,BiotechnologyHealth CareHealth DiagnosticsGenetics,,1,,,
Zentro Founders,,2,0,zentro-founders,https://unicorn-nest.com/funds/zentro-founders,2,0,1,,,Financial ServicesFinTechBankingMarketplaceLendingPrice Comparison,0.50,,,,
